,work_year,experience_level,experience_level_code,employment_type,employment_type_code,job_title,job category code,salary,salary_currency,salary_in_usd,salary_in_usd_code,employee_residence,remote_ratio,company_location,company_size,company_size_code
45,2023,SE,3,FT,2,Machine Learning Engineer,4,247500,USD,247500,5,US,0,US,M,2
344,2023,SE,3,FT,2,Machine Learning Engineer,4,247500,USD,247500,5,US,0,US,M,2
5,2023,SE,3,FT,2,Machine Learning Engineer,4,247500,USD,247500,5,US,0,US,M,2
173,2023,SE,3,FT,2,Machine Learning Engineer,4,247500,USD,247500,5,US,0,US,M,2
294,2023,SE,3,FT,2,Machine Learning Engineer,4,247500,USD,247500,5,US,0,US,M,2
439,2023,SE,3,FT,2,Data Analyst,1,250000,USD,250000,5,US,100,US,M,2
701,2023,SE,3,FT,2,Data Engineer,2,250000,USD,250000,5,US,0,US,M,2
476,2023,MI,2,FT,2,Data Engineer,2,250000,USD,250000,5,US,0,US,M,2
1633,2023,SE,3,FT,2,Data Engineer,2,250000,USD,250000,5,US,100,US,M,2
25,2023,SE,3,FT,2,Data Engineer,2,250000,USD,250000,5,US,100,US,M,2
87,2023,SE,3,FT,2,Data Engineer,2,250000,USD,250000,5,US,100,US,M,2
656,2023,MI,2,FT,2,Data Engineer,2,250000,USD,250000,5,US,0,US,M,2
1494,2023,SE,3,FT,2,Data Engineer,2,250000,USD,250000,5,US,100,US,M,2
501,2023,MI,2,FT,2,Machine Learning Engineer,4,250000,USD,250000,5,US,0,US,M,2
938,2023,MI,2,FT,2,Machine Learning Engineer,4,250000,USD,250000,5,US,0,US,M,2
1169,2023,SE,3,FT,2,Data Scientist,5,250000,USD,250000,5,US,0,US,M,2
1358,2023,SE,3,FT,2,Data Scientist,5,250000,USD,250000,5,US,0,US,M,2
1384,2023,SE,3,FT,2,Data Architect,6,250500,USD,250500,6,US,0,US,M,2
1429,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1543,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1708,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1643,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1282,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1225,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1356,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1376,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1535,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1730,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1213,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1137,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
192,2023,SE,3,FT,2,Data Engineer,2,252000,USD,252000,6,US,0,US,M,2
1433,2023,SE,3,FT,2,Data Scientist,5,252000,USD,252000,6,US,0,US,M,2
1723,2023,SE,3,FT,2,Data Engineer,2,253200,USD,253200,6,US,0,US,M,2
1056,2023,SE,3,FT,2,Machine Learning Engineer,4,257000,USD,257000,6,US,0,US,M,2
151,2023,SE,3,FT,2,Data Scientist,5,257000,USD,257000,6,US,0,US,M,2
503,2023,EX,4,FT,2,Data Scientist,5,258750,USD,258750,6,US,0,US,M,2
1211,2023,SE,3,FT,2,Data Engineer,2,259000,USD,259000,6,US,100,US,M,2
196,2023,SE,3,FT,2,Data Engineer,2,259000,USD,259000,6,US,100,US,M,2
1085,2023,SE,3,FT,2,Data Engineer,2,260000,USD,260000,6,US,0,US,M,2
480,2023,MI,2,FT,2,Data Engineer,2,260000,USD,260000,6,US,0,US,M,2
1684,2023,SE,3,FT,2,Data Scientist,5,260000,USD,260000,6,US,0,US,M,2
1472,2023,SE,3,FT,2,Machine Learning Engineer,4,261500,USD,261500,6,US,0,US,L,3
1740,2023,SE,3,FT,2,Data Scientist,5,262000,USD,262000,6,US,100,US,M,2
1269,2023,EX,4,FT,2,Data Engineer,2,265000,USD,265000,6,US,0,US,M,2
60,2023,SE,3,FT,2,Data Engineer,2,265000,USD,265000,6,US,0,US,M,2
1637,2023,SE,3,FT,2,Data Engineer,2,265000,USD,265000,6,US,100,US,M,2
1631,2023,SE,3,FT,2,Data Engineer,2,270703,USD,270703,6,US,0,US,M,2
1774,2023,SE,3,FT,2,Machine Learning Software Engineer,4,272000,USD,272000,6,US,0,US,M,2
590,2023,SE,3,FT,2,Data Scientist,5,272550,USD,272550,6,US,0,US,M,2
1263,2023,SE,3,FT,2,Data Engineer,2,275000,USD,275000,6,US,0,US,M,2
1720,2023,SE,3,FT,2,Analytics Engineer,3,275300,USD,275300,6,US,100,US,M,2
1313,2023,SE,3,FT,2,Data Scientist,5,275300,USD,275300,6,US,100,US,M,2
1330,2023,SE,3,FT,2,Data Scientist,5,275300,USD,275300,6,US,100,US,M,2
1808,2023,SE,3,FT,2,Data Scientist,5,275300,USD,275300,6,US,100,US,M,2
66,2023,SE,3,FT,2,Data Scientist,5,275300,USD,275300,6,US,100,US,M,2
72,2023,SE,3,FT,2,Data Scientist,5,275300,USD,275300,6,US,100,US,M,2
243,2023,SE,3,FT,2,Data Scientist,5,275300,USD,275300,6,US,100,US,M,2
417,2023,SE,3,FT,2,Data Scientist,5,275300,USD,275300,6,US,100,US,M,2
619,2023,SE,3,FT,2,Data Engineer,2,276000,USD,276000,6,US,100,US,M,2
1446,2023,SE,3,FT,2,Machine Learning Engineer,4,276000,USD,276000,6,US,0,US,M,2
1573,2023,SE,3,FT,2,Data Architect,6,280100,USD,280100,6,US,100,US,M,2
64,2023,MI,2,FT,2,Machine Learning Engineer,4,280700,USD,280700,6,US,100,US,M,2
356,2023,SE,3,FT,2,Machine Learning Engineer,4,283200,USD,283200,6,US,100,US,M,2
861,2023,EX,4,FT,2,Data Engineer,2,284000,USD,284000,6,US,100,US,M,2
1008,2023,SE,3,FT,2,Machine Learning Engineer,4,284310,USD,284310,6,US,0,US,M,2
1154,2023,SE,3,FT,2,Data Scientist,5,285800,USD,285800,6,US,100,US,M,2
1428,2023,EX,4,FT,2,Data Engineer,2,286000,USD,286000,6,US,100,US,M,2
241,2023,SE,3,FT,2,Machine Learning Engineer,4,288000,USD,288000,6,US,100,US,M,2
633,2023,SE,3,FT,2,Machine Learning Engineer,4,288000,USD,288000,6,US,100,US,M,2
785,2023,SE,3,FT,2,Machine Learning Engineer,4,289076,USD,289076,6,US,0,US,M,2
369,2023,SE,3,FT,2,ML Engineer,4,289076,USD,289076,6,US,0,US,M,2
1439,2023,SE,3,FT,2,Analytics Engineer,3,289800,USD,289800,6,US,0,US,M,2
1127,2023,SE,3,FT,2,Analytics Engineer,3,289800,USD,289800,6,US,0,US,M,2
1448,2023,SE,3,FT,2,Data Engineer,2,290000,USD,290000,6,US,100,US,M,2
1700,2023,SE,3,FT,2,Data Engineer,2,291500,USD,291500,6,US,0,US,M,2
266,2023,SE,3,FT,2,Data Engineer,2,291500,USD,291500,6,US,0,US,M,2
1476,2023,SE,3,FT,2,Data Scientist,5,297300,USD,297300,6,US,100,US,M,2
177,2023,SE,3,FT,2,Data Scientist,5,297300,USD,297300,6,US,100,US,M,2
407,2023,SE,3,FT,2,Data Scientist,5,297300,USD,297300,6,US,100,US,M,2
1298,2023,SE,3,FT,2,Data Engineer,2,300000,USD,300000,6,US,0,US,M,2
49,2023,SE,3,FT,2,Data Engineer,2,300000,USD,300000,6,US,0,US,M,2
306,2023,MI,2,FT,2,Machine Learning Engineer,4,300000,USD,300000,6,US,0,US,M,2
1106,2023,EX,4,FT,2,Data Scientist,5,300000,USD,300000,6,US,0,US,M,2
688,2023,SE,3,FT,2,Data Scientist,5,300240,USD,300240,7,US,0,US,M,2
794,2023,SE,3,FT,2,Data Scientist,5,300240,USD,300240,7,US,0,US,M,2
1132,2023,SE,3,FT,2,Machine Learning Engineer,4,304000,USD,304000,7,US,100,US,M,2
1559,2023,EX,4,FT,2,Data Engineer,2,310000,USD,310000,7,US,100,US,M,2
109,2023,EX,4,FT,2,Data Engineer,2,310000,USD,310000,7,US,100,US,M,2
211,2023,EX,4,FT,2,Data Engineer,2,310000,USD,310000,7,US,100,US,M,2
505,2023,EX,4,FT,2,Data Engineer,2,310000,USD,310000,7,US,100,US,M,2
783,2023,SE,3,FT,2,Data Engineer,2,310000,USD,310000,7,US,0,US,M,2
858,2023,SE,3,FT,2,Data Scientist,5,317070,USD,317070,7,US,0,US,M,2
1013,2023,SE,3,FT,2,Machine Learning Engineer,4,318300,USD,318300,7,US,100,US,M,2
1167,2023,SE,3,FT,2,Machine Learning Engineer,4,318300,USD,318300,7,US,100,US,M,2
1790,2023,SE,3,FT,2,Machine Learning Engineer,4,323300,USD,323300,7,US,0,US,M,2
479,2023,SE,3,FT,2,Machine Learning Engineer,4,342300,USD,342300,7,US,0,US,L,3
801,2023,SE,3,FT,2,Data Scientist,5,370000,USD,370000,8,US,0,US,M,2
373,2023,SE,3,FT,2,Data Architect,6,376080,USD,376080,8,US,100,US,M,2
849,2023,SE,3,FT,2,Data Analyst,1,385000,USD,385000,8,US,0,US,M,2
